layer,win_start,win_end,ppl_new,delta_ppl,seconds,override_nsize,channel_window,eval_batch_size,l2_diff_vs_baseline
model.layers.0.mlp.gate_proj,768,1024,7.935690110184869,-0.0007687846218065175,24.31969165802002,5,256,8,6.756318092346191
model.layers.0.mlp.gate_proj,1024,1280,7.936461100284259,2.205477582783999e-06,24.325783729553223,5,256,8,6.683184623718262
model.layers.0.mlp.gate_proj,1280,1536,7.936542527948078,8.363314140247269e-05,24.303651094436646,5,256,8,6.804336071014404
model.layers.0.mlp.gate_proj,1536,1792,7.937485585818479,0.0010266910118028605,24.326798915863037,5,256,8,6.9208149909973145
model.layers.0.mlp.gate_proj,1792,2048,7.936674057068714,0.00021516226203832645,24.244303226470947,5,256,8,6.772845268249512
model.layers.0.mlp.gate_proj,2048,2304,7.93543122146899,-0.0010276733376857194,24.320340394973755,5,256,8,6.765985488891602
model.layers.0.mlp.gate_proj,2304,2560,7.936354197982309,-0.00010469682436653471,24.063438653945923,5,256,8,6.6654863357543945
model.layers.0.mlp.gate_proj,2560,2816,7.936995946693137,0.0005370518864609153,24.391955137252808,5,256,8,6.859157085418701
model.layers.0.mlp.gate_proj,2816,3072,7.9360744242687185,-0.00038447053795742647,24.119434595108032,5,256,8,6.919171333312988
model.layers.0.mlp.gate_proj,3072,3328,7.936491789067152,3.289426047636823e-05,24.23352861404419,5,256,8,6.735410690307617
model.layers.0.mlp.gate_proj,3328,3584,7.9373923928964,0.0009334980897239831,24.26601529121399,5,256,8,6.7414679527282715
model.layers.0.mlp.gate_proj,3584,3840,7.936633217143677,0.0001743223370009872,24.23039150238037,5,256,8,6.790499210357666
model.layers.0.mlp.gate_proj,3840,4096,7.936589319784459,0.0001304249777831501,23.9274160861969,5,256,8,6.754913330078125
model.layers.0.mlp.gate_proj,4096,4352,7.93644564942296,-1.3245383716053993e-05,24.187175273895264,5,256,8,6.755695343017578
model.layers.0.mlp.gate_proj,4352,4608,7.936286543641551,-0.0001723511651245957,24.351844549179077,5,256,8,6.648060321807861
model.layers.0.mlp.gate_proj,4608,4864,7.93688943820454,0.0004305433978641915,24.010379314422607,5,256,8,6.766026020050049
model.layers.0.mlp.gate_proj,4864,5120,7.936371064666428,-8.783014024782432e-05,24.07659387588501,5,256,8,6.739343643188477
model.layers.0.mlp.gate_proj,5120,5376,7.936079699616793,-0.0003791951898826085,24.05058264732361,5,256,8,6.728627681732178
model.layers.0.mlp.gate_proj,5376,5632,7.936282684141075,-0.00017621066560113974,24.116175889968872,5,256,8,6.764022350311279
model.layers.0.mlp.gate_proj,5632,5888,7.936640096883129,0.000181202076452891,24.09953761100769,5,256,8,6.817718982696533
model.layers.0.mlp.gate_proj,5888,6144,7.936700698998679,0.00024180419200270364,24.14745807647705,5,256,8,6.821994304656982
model.layers.0.mlp.gate_proj,6144,6400,7.936682916816308,0.0002240220096325629,24.12940526008606,5,256,8,6.847697734832764
model.layers.0.mlp.gate_proj,6400,6656,7.936427416693453,-3.147811322268268e-05,24.044952392578125,5,256,8,6.985117435455322
model.layers.0.mlp.gate_proj,6656,6912,7.936334762494016,-0.0001241323126599525,24.386460304260254,5,256,8,6.646177768707275
model.layers.0.mlp.gate_proj,6912,7168,7.936413657589226,-4.523721745020026e-05,24.332802534103394,5,256,8,6.8852219581604
model.layers.0.mlp.gate_proj,7168,7424,7.936400211784553,-5.868302212252985e-05,24.14766550064087,5,256,8,6.793967247009277
model.layers.0.mlp.gate_proj,7424,7680,7.935535054100326,-0.0009238407063500986,24.33616065979004,5,256,8,6.843625068664551
model.layers.0.mlp.gate_proj,7680,7936,7.936411652621569,-4.724218510698819e-05,24.177796840667725,5,256,8,6.836277961730957
model.layers.0.mlp.gate_proj,7936,8192,7.9363035605523935,-0.0001553342542823799,24.142484188079834,5,256,8,6.812194347381592
model.layers.0.mlp.gate_proj,8192,8448,7.935761718926583,-0.0006971758800924377,23.939725399017334,5,256,8,6.875143051147461
model.layers.0.mlp.gate_proj,8448,8704,7.936480949610069,2.2054803393345424e-05,24.154810428619385,5,256,8,6.820006370544434
model.layers.0.mlp.gate_proj,8704,8960,7.937706591266791,0.001247696460114689,24.15514063835144,5,256,8,6.863053321838379
model.layers.0.mlp.gate_proj,8960,9216,7.936063209466768,-0.00039568533990763655,24.105483293533325,5,256,8,6.872470855712891
model.layers.0.mlp.gate_proj,9216,9472,7.936144871130124,-0.00031402367655175567,24.349905967712402,5,256,8,6.765191555023193
model.layers.0.mlp.gate_proj,9472,9728,7.93687922479356,0.00042032998688412704,23.983080863952637,5,256,8,6.72799015045166
model.layers.0.mlp.gate_proj,9728,9984,7.936029051407858,-0.00042984339881790845,24.155844688415527,5,256,8,6.758716106414795
model.layers.0.mlp.gate_proj,9984,10240,7.936208940474664,-0.0002499543320118036,24.126083612442017,5,256,8,6.912285327911377
model.layers.0.mlp.gate_proj,10240,10496,7.9367382810641685,0.0002793862574925754,24.332174062728882,5,256,8,6.903628349304199
model.layers.0.mlp.gate_proj,10496,10752,7.935462044094555,-0.0009968507121209669,24.415428161621094,5,256,8,6.764761924743652
model.layers.0.mlp.gate_proj,10752,11008,7.936410838103601,-4.805670307472809e-05,24.40714144706726,5,256,8,6.742080211639404
model.layers.0.mlp.up_proj,0,256,7.9369792040004175,0.0005203091937415749,24.45670747756958,5,256,8,6.636686325073242
model.layers.0.mlp.up_proj,256,512,7.936249627846993,-0.00020926695968270792,24.189114809036255,5,256,8,6.716196060180664
model.layers.0.mlp.up_proj,512,768,7.93669264124655,0.00023374643987406074,24.355260848999023,5,256,8,6.697406768798828
model.layers.0.mlp.up_proj,768,1024,7.9363576690577595,-0.00010122574891635594,24.12977886199951,5,256,8,6.647866249084473
model.layers.0.mlp.up_proj,1024,1280,7.935966775354542,-0.000492119452133899,24.150135278701782,5,256,8,6.635469436645508
model.layers.0.mlp.up_proj,1280,1536,7.936200544892536,-0.000258349914139977,24.216368913650513,5,256,8,6.647384166717529
model.layers.0.mlp.up_proj,1536,1792,7.93529307242378,-0.0011658223828963088,24.23932647705078,5,256,8,6.659848690032959
model.layers.0.mlp.up_proj,1792,2048,7.935984192551614,-0.000474702255061743,24.156489849090576,5,256,8,6.655622959136963
model.layers.0.mlp.up_proj,2048,2304,7.936431414106164,-2.748070051161733e-05,24.18545365333557,5,256,8,6.648293972015381
model.layers.0.mlp.up_proj,2304,2560,7.936179919365802,-0.00027897544087363,24.18113088607788,5,256,8,6.6135077476501465
model.layers.0.mlp.up_proj,2560,2816,7.936858183955188,0.0003992891485120609,24.137153148651123,5,256,8,6.700881481170654
model.layers.0.mlp.up_proj,2816,3072,7.93538949834949,-0.001069396457185512,24.059757471084595,5,256,8,6.689802169799805
model.layers.0.mlp.up_proj,3072,3328,7.9362452170099775,-0.00021367779669834164,24.413298845291138,5,256,8,6.660196781158447
model.layers.0.mlp.up_proj,3328,3584,7.9367733695153655,0.000314474708689616,24.37381386756897,5,256,8,6.64631462097168
model.layers.0.mlp.up_proj,3584,3840,7.936932272014841,0.0004733772081655374,24.19100022315979,5,256,8,6.681388854980469
model.layers.0.mlp.up_proj,3840,4096,7.93637665348646,-8.224132021616981e-05,24.13633370399475,5,256,8,6.625055313110352
model.layers.0.mlp.up_proj,4096,4352,7.936329098517992,-0.0001297962886841475,24.027785062789917,5,256,8,6.673325538635254
model.layers.0.mlp.up_proj,4352,4608,7.936286556172398,-0.0001723386342780131,24.026269912719727,5,256,8,6.584338188171387
model.layers.0.mlp.up_proj,4608,4864,7.936484921987419,2.60271807430712e-05,24.20203924179077,5,256,8,6.600540637969971
model.layers.0.mlp.up_proj,4864,5120,7.936078684644566,-0.000380210162109762,24.159655332565308,5,256,8,6.6676764488220215
model.layers.0.mlp.up_proj,5120,5376,7.936690636208413,0.0002317414017367625,24.132270097732544,5,256,8,6.660904884338379
model.layers.0.mlp.up_proj,5376,5632,7.936669370303833,0.00021047549715724756,23.902320384979248,5,256,8,6.622987747192383
model.layers.0.mlp.up_proj,5632,5888,7.936957298195311,0.0004984033886348271,24.07574772834778,5,256,8,6.687796592712402
model.layers.0.mlp.up_proj,5888,6144,7.93667133774223,0.00021244293555433558,24.529961109161377,5,256,8,6.6294965744018555
model.layers.0.mlp.up_proj,6144,6400,7.936057833885753,-0.0004010609209226246,24.121644496917725,5,256,8,6.726386547088623
model.layers.0.mlp.up_proj,6400,6656,7.936578342349764,0.00011944754308768069,24.307663917541504,5,256,8,6.723792552947998
model.layers.0.mlp.up_proj,6656,6912,7.9359231322868915,-0.0005357625197843774,24.224878549575806,5,256,8,6.57166051864624
model.layers.0.mlp.up_proj,6912,7168,7.9365615002876915,0.00010260548101559408,24.37232494354248,5,256,8,6.721828937530518
model.layers.0.mlp.up_proj,7168,7424,7.936699044840499,0.00024015003382338307,24.332202672958374,5,256,8,6.655423641204834
model.layers.0.mlp.up_proj,7424,7680,7.936052132515929,-0.000406762290746876,24.148728609085083,5,256,8,6.694083213806152
model.layers.0.mlp.up_proj,7680,7936,7.93598488172207,-0.0004740130846059287,24.362712144851685,5,256,8,6.695446491241455
model.layers.0.mlp.up_proj,7936,8192,7.9361718621423964,-0.00028703266427942964,24.10754704475403,5,256,8,6.678901672363281
model.layers.0.mlp.up_proj,8192,8448,7.936235104674135,-0.00022379013254081315,24.380199193954468,5,256,8,6.746587753295898
model.layers.0.mlp.up_proj,8448,8704,7.9358027924387216,-0.0006561023679543254,24.103530406951904,5,256,8,6.660239219665527
model.layers.0.mlp.up_proj,8704,8960,7.937365811307319,0.0009069165006430069,24.247473001480103,5,256,8,6.736208915710449
