layer,win_start,win_end,ppl_new,delta_ppl,seconds,override_nsize,channel_window,eval_batch_size,l2_diff_vs_baseline
model.decoder.layers.1.self_attn.k_proj,1024,1280,13.93963580478396,-0.00010787069828133156,26.231018781661987,5,256,8,2.5930733680725098
model.decoder.layers.1.self_attn.k_proj,1280,1536,13.938802398839547,-0.0009412766426937225,26.145462036132812,5,256,8,3.3248183727264404
model.decoder.layers.1.self_attn.k_proj,1536,1792,13.93979875063248,5.5075150239503046e-05,26.259180307388306,5,256,8,3.058809757232666
model.decoder.layers.1.self_attn.k_proj,1792,2048,13.939581015145086,-0.0001626603371551738,26.23816180229187,5,256,8,3.382566213607788
model.decoder.layers.1.self_attn.k_proj,2048,2304,13.940458339942568,0.0007146644603270857,26.17450976371765,5,256,8,3.5706870555877686
model.decoder.layers.1.self_attn.k_proj,2304,2560,13.938266033468269,-0.001477642013972158,26.1856210231781,5,256,8,3.528644561767578
model.decoder.layers.1.self_attn.v_proj,0,256,13.941264494279064,0.00152081879682342,26.360421895980835,5,256,8,1.4572713375091553
model.decoder.layers.1.self_attn.v_proj,256,512,13.941011978441468,0.0012683029592270856,26.270471811294556,5,256,8,1.457218885421753
model.decoder.layers.1.self_attn.v_proj,512,768,13.944203378023639,0.004459702541398158,26.252726793289185,5,256,8,1.6247906684875488
model.decoder.layers.1.self_attn.v_proj,768,1024,13.941142081931014,0.001398406448773315,26.301567792892456,5,256,8,1.6594257354736328
model.decoder.layers.1.self_attn.v_proj,1024,1280,13.939275260629286,-0.00046841485295523455,26.27238130569458,5,256,8,1.4467761516571045
model.decoder.layers.1.self_attn.v_proj,1280,1536,13.938075001609816,-0.001668673872424975,26.277946949005127,5,256,8,1.46163809299469
model.decoder.layers.1.self_attn.v_proj,1536,1792,13.939663816900898,-7.985858134240686e-05,26.22853422164917,5,256,8,1.5877760648727417
model.decoder.layers.1.self_attn.v_proj,1792,2048,13.938637280800544,-0.0011063946816971537,26.14891028404236,5,256,8,1.6501221656799316
model.decoder.layers.1.self_attn.v_proj,2048,2304,13.944713564399127,0.004969888916885878,26.257920265197754,5,256,8,1.64300537109375
model.decoder.layers.1.self_attn.v_proj,2304,2560,13.933257914629069,-0.006485760853172096,26.225111484527588,5,256,8,1.530214548110962
model.decoder.layers.1.self_attn.q_proj,0,256,13.939583768865294,-0.00015990661694686992,26.17029047012329,5,256,8,3.0687456130981445
model.decoder.layers.1.self_attn.q_proj,256,512,13.940422254491486,0.0006785790092447286,26.245213985443115,5,256,8,3.05127215385437
model.decoder.layers.1.self_attn.q_proj,512,768,13.938919758220901,-0.0008239172613393464,26.186897039413452,5,256,8,3.3750624656677246
model.decoder.layers.1.self_attn.q_proj,768,1024,13.941009414370296,0.0012657388880548126,26.398876667022705,5,256,8,3.4176034927368164
model.decoder.layers.1.self_attn.q_proj,1024,1280,13.939611875833736,-0.00013179964850529302,26.12014102935791,5,256,8,3.130021810531616
model.decoder.layers.1.self_attn.q_proj,1280,1536,13.940306686714942,0.0005630112327015269,26.300211429595947,5,256,8,3.3506500720977783
model.decoder.layers.1.self_attn.q_proj,1536,1792,13.93903208612707,-0.0007115893551716823,26.177213191986084,5,256,8,3.079859495162964
model.decoder.layers.1.self_attn.q_proj,1792,2048,13.940170418628352,0.00042674314611090836,26.21663188934326,5,256,8,3.2203922271728516
model.decoder.layers.1.self_attn.q_proj,2048,2304,13.939336695858502,-0.0004069796237384793,26.21272301673889,5,256,8,3.6699001789093018
model.decoder.layers.1.self_attn.q_proj,2304,2560,13.93335121421132,-0.00639246127092008,26.184762477874756,5,256,8,3.5767695903778076
model.decoder.layers.1.self_attn.out_proj,0,256,13.940763930481078,0.0010202549988367338,26.1532781124115,5,256,8,1.2175036668777466
model.decoder.layers.1.self_attn.out_proj,256,512,13.939887251157252,0.00014357567501122048,26.261380434036255,5,256,8,1.7518733739852905
model.decoder.layers.1.self_attn.out_proj,512,768,13.939146788760796,-0.0005968867214445339,26.171618223190308,5,256,8,0.9636452794075012
model.decoder.layers.1.self_attn.out_proj,768,1024,13.942229775614509,0.002486100132268021,26.248718738555908,5,256,8,0.9697697758674622
model.decoder.layers.1.self_attn.out_proj,1024,1280,13.939285800502535,-0.00045787497970550817,26.20541477203369,5,256,8,1.4707778692245483
model.decoder.layers.1.self_attn.out_proj,1280,1536,13.939861042788785,0.0001173673065437697,26.2748601436615,5,256,8,1.6356326341629028
model.decoder.layers.1.self_attn.out_proj,1536,1792,13.938611549528414,-0.0011321259538270567,26.272022485733032,5,256,8,1.1933315992355347
model.decoder.layers.1.self_attn.out_proj,1792,2048,13.941778182018506,0.002034506536265468,26.140587329864502,5,256,8,0.986909031867981
model.decoder.layers.1.self_attn.out_proj,2048,2304,13.939155619383483,-0.0005880560987581163,26.116554975509644,5,256,8,0.9670083522796631
model.decoder.layers.1.self_attn.out_proj,2304,2560,13.941081493439565,0.0013378179573244608,26.153594493865967,5,256,8,0.9825442433357239
model.decoder.layers.1.fc1,0,256,13.938656650497983,-0.001087024984258278,26.20587730407715,5,256,8,3.345489025115967
model.decoder.layers.1.fc1,256,512,13.94130181648883,0.001558141006588798,26.090856552124023,5,256,8,3.4845569133758545
model.decoder.layers.1.fc1,512,768,13.943385276001031,0.0036416005187902556,26.20338225364685,5,256,8,3.410879135131836
model.decoder.layers.1.fc1,768,1024,13.940588628190763,0.0008449527085225839,26.277858018875122,5,256,8,3.4314968585968018
model.decoder.layers.1.fc1,1024,1280,13.936803263305066,-0.002940412177174778,26.2524733543396,5,256,8,3.471907377243042
model.decoder.layers.1.fc1,1280,1536,13.940529181652423,0.0007855061701818045,26.349737882614136,5,256,8,3.354806423187256
model.decoder.layers.1.fc1,1536,1792,13.937899828076647,-0.0018438474055937348,26.135353088378906,5,256,8,3.4984781742095947
model.decoder.layers.1.fc1,1792,2048,13.939142136069373,-0.0006015394128677798,26.20563292503357,5,256,8,3.425370693206787
model.decoder.layers.1.fc1,2048,2304,13.939502107048789,-0.00024156843345224388,26.139904499053955,5,256,8,3.5611133575439453
model.decoder.layers.1.fc1,2304,2560,13.939850977269064,0.00010730178682294422,26.21941041946411,5,256,8,3.5127944946289062
model.decoder.layers.1.fc1,2560,2816,13.936577125353342,-0.003166550128899104,26.277687072753906,5,256,8,3.414255142211914
