layer,win_start,win_end,ppl_new,delta_ppl,seconds,override_nsize,channel_window,eval_batch_size,l2_diff_vs_baseline
model.layers.1.self_attn.q_proj,2048,3072,7.1827017582011745,-0.00015635434329475117,45.86125183105469,5,1024,8,3.3668053150177
model.layers.1.self_attn.q_proj,3072,4096,7.182951176077689,9.306353322013905e-05,45.75409126281738,5,1024,8,3.5023837089538574
model.layers.1.self_attn.q_proj,4096,5120,7.182760733768248,-9.737877622129076e-05,45.595285415649414,5,1024,8,2.4012322425842285
model.layers.1.self_attn.k_proj,0,1024,7.182122772400901,-0.0007353401435681306,45.714150190353394,5,1024,8,5.536092281341553
model.layers.1.self_attn.v_proj,0,1024,7.182871718934871,1.3606390401932345e-05,45.63526439666748,5,1024,8,5.564263820648193
model.layers.1.self_attn.o_proj,0,1024,7.183862568023045,0.0010044554785757498,45.73294997215271,5,1024,8,6.952450275421143
model.layers.1.self_attn.o_proj,1024,2048,7.181802358704856,-0.0010557538396129829,45.781360387802124,5,1024,8,6.801640510559082
model.layers.1.self_attn.o_proj,2048,3072,7.183005625958852,0.00014751341438312693,45.99043250083923,5,1024,8,6.882223129272461
model.layers.1.self_attn.o_proj,3072,4096,7.181906784790161,-0.0009513277543078402,45.857476234436035,5,1024,8,7.051657199859619
model.layers.1.self_attn.o_proj,4096,5120,7.181112086994468,-0.001746025550001029,45.746402740478516,5,1024,8,6.984203815460205
model.layers.1.mlp.gate_proj,0,1024,7.1760478322640635,-0.006810280280405756,45.70491337776184,5,1024,8,3.3571653366088867
model.layers.1.mlp.gate_proj,1024,2048,7.178152317266659,-0.004705795277810232,45.680954694747925,5,1024,8,3.3999648094177246
model.layers.1.mlp.gate_proj,2048,3072,7.177604102544139,-0.0052540100003302115,45.730942249298096,5,1024,8,3.3984031677246094
model.layers.1.mlp.gate_proj,3072,4096,7.176972904551364,-0.005885207993105546,45.810842514038086,5,1024,8,3.304744005203247
model.layers.1.mlp.gate_proj,4096,5120,7.1780415925695555,-0.004816519974913724,46.10203456878662,5,1024,8,3.5981855392456055
model.layers.1.mlp.gate_proj,5120,6144,7.176804513204489,-0.006053599339979954,45.90702795982361,5,1024,8,3.5640969276428223
model.layers.1.mlp.gate_proj,6144,7168,7.176895294963981,-0.005962817580488,46.026946783065796,5,1024,8,3.209455728530884
model.layers.1.mlp.gate_proj,7168,8192,7.176333629088475,-0.006524483455994101,45.72611451148987,5,1024,8,3.1216721534729004
model.layers.1.mlp.gate_proj,8192,9216,7.17747934470866,-0.005378767835809484,45.868874311447144,5,1024,8,3.4197750091552734
model.layers.1.mlp.gate_proj,9216,10240,7.169010286210204,-0.013847826334265179,45.853973627090454,5,1024,8,3.4750263690948486
model.layers.1.mlp.gate_proj,10240,11264,7.177254331314525,-0.005603781229944538,45.82857418060303,5,1024,8,3.0964488983154297
model.layers.1.mlp.gate_proj,11264,12288,7.175898750870254,-0.006959361674215181,45.81928277015686,5,1024,8,3.2025108337402344
model.layers.1.mlp.gate_proj,12288,13312,7.178510478698926,-0.004347633845543264,46.54001474380493,5,1024,8,3.3882038593292236
model.layers.1.mlp.gate_proj,13312,13824,7.181360417677171,-0.0014976948672984491,46.75507307052612,5,1024,8,2.3322832584381104
model.layers.1.mlp.up_proj,0,1024,7.184370315593946,0.0015122030494767458,46.81365895271301,5,1024,8,2.434072732925415
model.layers.1.mlp.up_proj,1024,2048,7.182916385611444,5.827306697447909e-05,46.97187376022339,5,1024,8,2.401313304901123
model.layers.1.mlp.up_proj,2048,3072,7.184305320025019,0.001447207480549828,46.31089639663696,5,1024,8,2.4963197708129883
model.layers.1.mlp.up_proj,3072,4096,7.183698824737833,0.0008407121933640127,46.21582555770874,5,1024,8,2.3903849124908447
model.layers.1.mlp.up_proj,4096,5120,7.181885627360917,-0.0009724851835519743,46.531821489334106,5,1024,8,2.580535650253296
model.layers.1.mlp.up_proj,5120,6144,7.184749976550238,0.0018918640057687952,46.971705198287964,5,1024,8,2.6584863662719727
model.layers.1.mlp.up_proj,6144,7168,7.1821648776058815,-0.0006932349385877501,46.656399726867676,5,1024,8,2.309170722961426
model.layers.1.mlp.up_proj,7168,8192,7.182081230404362,-0.0007768821401068493,46.81674528121948,5,1024,8,2.1331417560577393
model.layers.1.mlp.up_proj,8192,9216,7.182458682633651,-0.00039942991081787227,46.4530074596405,5,1024,8,2.524827480316162
model.layers.1.mlp.up_proj,9216,10240,7.172105986701697,-0.010752125842771854,46.325278520584106,5,1024,8,2.484448194503784
model.layers.1.mlp.up_proj,10240,11264,7.18380393534453,0.0009458228000607249,46.21337938308716,5,1024,8,2.1578049659729004
model.layers.1.mlp.up_proj,11264,12288,7.184197292589647,0.0013391800451776348,46.73942255973816,5,1024,8,2.31223201751709
model.layers.1.mlp.up_proj,12288,13312,7.182861772191767,3.659647298093205e-06,46.35072565078735,5,1024,8,2.480393409729004
model.layers.1.mlp.up_proj,13312,13824,7.185328916001441,0.002470803456971815,46.68440103530884,5,1024,8,1.703368067741394
model.layers.1.mlp.down_proj,0,1024,7.183128649958964,0.00027053741449467594,46.348626375198364,5,1024,8,6.064694881439209
model.layers.1.mlp.down_proj,1024,2048,7.181903289822498,-0.0009548227219715599,46.65599608421326,5,1024,8,5.793069839477539
model.layers.1.mlp.down_proj,2048,3072,7.1818293564084215,-0.0010287561360478037,46.210586071014404,5,1024,8,6.007757663726807
model.layers.1.mlp.down_proj,3072,4096,7.184621363567643,0.0017632510231733178,46.2651252746582,5,1024,8,6.45780086517334
model.layers.1.mlp.down_proj,4096,5120,7.180921529274353,-0.0019365832701163654,46.68361759185791,5,1024,8,6.22136116027832
model.layers.2.self_attn.q_proj,0,1024,7.182801669758821,-5.6442785647981e-05,46.47514200210571,5,1024,8,5.05875825881958
model.layers.2.self_attn.q_proj,1024,2048,7.182741638205453,-0.00011647433901629256,46.53450870513916,5,1024,8,5.658174991607666
model.layers.2.self_attn.q_proj,2048,3072,7.183296556251781,0.0004384437073117198,46.24116635322571,5,1024,8,6.668747425079346
model.layers.2.self_attn.q_proj,3072,4096,7.182820601267167,-3.7511277302115786e-05,46.59101462364197,5,1024,8,6.519506931304932
model.layers.2.self_attn.q_proj,4096,5120,7.183007620038166,0.00014950749369635474,46.487823486328125,5,1024,8,6.266551494598389
model.layers.2.self_attn.k_proj,0,1024,7.184179413314138,0.0013213007696686319,47.18977689743042,5,1024,8,8.724230766296387
model.layers.2.self_attn.v_proj,0,1024,7.1778660963686365,-0.004992016175832781,46.298471212387085,5,1024,8,8.081573486328125
model.layers.2.self_attn.o_proj,0,1024,7.182245710908482,-0.00061240163598697,46.477980852127075,5,1024,8,8.844216346740723
