layer,win_start,win_end,ppl_new,delta_ppl,seconds,override_nsize,channel_window,eval_batch_size,l2_diff_vs_baseline
transformer.h.0.attn.c_attn,0,256,18.779127785409266,-0.00039579686889723575,11.199909448623657,5,256,16,7.482357978820801
transformer.h.0.attn.c_attn,256,512,18.77772017725855,-0.0018034050196114038,13.578506708145142,5,256,16,7.5102691650390625
transformer.h.0.attn.c_attn,512,768,18.78050863332424,0.0009850510460758244,12.211766004562378,5,256,16,13.40982723236084
transformer.h.0.attn.c_attn,768,1024,18.78186143567216,0.00233785339399617,13.559341192245483,5,256,16,10.562555313110352
transformer.h.0.attn.c_attn,1024,1280,18.77957334530611,4.976302794901244e-05,13.48016905784607,5,256,16,10.312975883483887
transformer.h.0.attn.c_attn,1280,1536,18.779876403713942,0.0003528214357793047,11.900425434112549,5,256,16,11.248551368713379
transformer.h.0.attn.c_attn,1536,1792,18.779949066819732,0.00042548454156943194,12.3580641746521,5,256,16,10.63522720336914
transformer.h.0.attn.c_attn,1792,2048,18.77887270936537,-0.0006508729127929769,13.248589992523193,5,256,16,7.51569128036499
transformer.h.0.attn.c_attn,2048,2304,18.778143446369384,-0.0013801359087786125,13.500128269195557,5,256,16,12.146037101745605
transformer.h.0.attn.c_attn,2304,2560,18.78079417985822,0.0012705975800564318,13.257099151611328,5,256,16,10.829602241516113
transformer.h.0.attn.c_attn,2560,2816,18.779826511955516,0.0003029296773533474,12.000088214874268,5,256,16,10.130656242370605
transformer.h.0.attn.c_attn,2816,3072,18.779162196635284,-0.0003613856428792417,13.151724576950073,5,256,16,10.570463180541992
transformer.h.0.attn.c_attn,3072,3328,18.77934372009422,-0.00017986218394128173,13.140478610992432,5,256,16,8.119598388671875
transformer.h.0.attn.c_attn,3328,3584,18.777009505703937,-0.0025140765742257543,12.57304310798645,5,256,16,2.070331335067749
transformer.h.0.attn.c_attn,3584,3840,18.777620916980503,-0.0019026652976599223,12.71923542022705,5,256,16,2.9212512969970703
transformer.h.0.attn.c_attn,3840,4096,18.77921925033112,-0.00030433194704215794,13.470016956329346,5,256,16,2.883889675140381
transformer.h.0.attn.c_attn,4096,4352,18.779143647825318,-0.00037993445284456584,12.470628023147583,5,256,16,2.6343977451324463
transformer.h.0.attn.c_attn,4352,4608,18.780200959234506,0.0006773769563430676,13.181626319885254,5,256,16,2.7892355918884277
transformer.h.0.attn.c_attn,4608,4800,18.781622954644753,0.002099372366590302,13.157968759536743,5,256,16,2.7654306888580322
transformer.h.0.attn.c_proj,0,256,18.7777707029882,-0.0017528792899632606,13.734446287155151,5,256,16,2.482846736907959
transformer.h.0.attn.c_proj,256,512,18.78077690877515,0.0012533264969860625,13.033975839614868,5,256,16,2.894465446472168
transformer.h.0.attn.c_proj,512,768,18.778464518150777,-0.001059064127385767,12.500082015991211,5,256,16,2.6208066940307617
transformer.h.0.attn.c_proj,768,1024,18.778101873731387,-0.0014217085467755908,13.228787660598755,5,256,16,2.4534852504730225
transformer.h.0.attn.c_proj,1024,1280,18.779004852139135,-0.0005187301390279231,11.048918724060059,5,256,16,2.777631998062134
transformer.h.0.attn.c_proj,1280,1536,18.77842064228072,-0.0011029399974411547,11.052430629730225,5,256,16,2.4703025817871094
transformer.h.0.attn.c_proj,1536,1600,18.78025443403664,0.0007308517584760921,10.934997320175171,5,256,16,1.2392330169677734
transformer.h.0.mlp.c_fc,0,256,18.778639638898177,-0.0008839433799856522,11.45830488204956,5,256,16,5.489795207977295
transformer.h.0.mlp.c_fc,256,512,18.78065076638337,0.0011271841052078457,12.625523328781128,5,256,16,5.493731498718262
transformer.h.0.mlp.c_fc,512,768,18.78179759308314,0.0022740108049781327,12.98490571975708,5,256,16,5.483019828796387
transformer.h.0.mlp.c_fc,768,1024,18.781465333653557,0.0019417513753943183,13.10560917854309,5,256,16,5.541894912719727
transformer.h.0.mlp.c_fc,1024,1280,18.780489699388546,0.0009661171103836352,12.935445308685303,5,256,16,5.530661106109619
transformer.h.0.mlp.c_fc,1280,1536,18.780590254157396,0.0010666718792329277,13.438568115234375,5,256,16,5.506989002227783
transformer.h.0.mlp.c_fc,1536,1792,18.779843782164587,0.0003201998864241773,12.93665885925293,5,256,16,5.55822229385376
transformer.h.0.mlp.c_fc,1792,2048,18.78472075703016,0.005197174751998546,13.143615484237671,5,256,16,5.499800205230713
transformer.h.0.mlp.c_fc,2048,2304,18.779630528177155,0.00010694589899173934,12.847665071487427,5,256,16,5.514102458953857
transformer.h.0.mlp.c_fc,2304,2560,18.779407170568426,-0.0001164117097367523,12.333001375198364,5,256,16,5.50377893447876
transformer.h.0.mlp.c_fc,2560,2816,18.77753994861133,-0.001983633666831963,12.790302991867065,5,256,16,5.5460429191589355
transformer.h.0.mlp.c_fc,2816,3072,18.776023231272955,-0.003500351005207847,13.264379739761353,5,256,16,5.531576156616211
transformer.h.0.mlp.c_fc,3072,3328,18.781054143560667,0.0015305612825038395,12.199273109436035,5,256,16,5.54259729385376
transformer.h.0.mlp.c_fc,3328,3584,18.778998456049287,-0.0005251262288759051,12.491280794143677,5,256,16,5.556606769561768
transformer.h.0.mlp.c_fc,3584,3840,18.78052603209278,0.0010024498146172789,13.415440320968628,5,256,16,5.5505523681640625
transformer.h.0.mlp.c_fc,3840,4096,18.7786334987713,-0.0008900835068637036,13.639207601547241,5,256,16,5.50978946685791
transformer.h.0.mlp.c_fc,4096,4352,18.778071301911712,-0.001452280366450509,11.729133367538452,5,256,16,5.453908920288086
transformer.h.0.mlp.c_fc,4352,4608,18.78033311135487,0.0008095290767080598,12.859713554382324,5,256,16,5.47617769241333
transformer.h.0.mlp.c_fc,4608,4864,18.779587800914793,6.421863663064187e-05,12.56913685798645,5,256,16,5.540555477142334
transformer.h.0.mlp.c_fc,4864,5120,18.78072432802002,0.0012007457418583556,12.558462619781494,5,256,16,5.507326602935791
transformer.h.0.mlp.c_fc,5120,5376,18.776441218053584,-0.0030823642245785265,13.46379017829895,5,256,16,5.497049808502197
transformer.h.0.mlp.c_fc,5376,5632,18.78180232689492,0.0022787446167562564,12.516263008117676,5,256,16,5.507848739624023
transformer.h.0.mlp.c_fc,5632,5888,18.783799206276967,0.004275623998804434,13.023959398269653,5,256,16,5.486105918884277
transformer.h.0.mlp.c_fc,5888,6144,18.777621556542467,-0.001902025735695645,12.386077165603638,5,256,16,5.464711666107178
transformer.h.0.mlp.c_fc,6144,6400,18.780437503232253,0.0009139209540904858,11.104537963867188,5,256,16,5.601256847381592
transformer.h.0.mlp.c_proj,0,256,18.775616508882752,-0.003907073395410521,10.974576473236084,5,256,16,8.288413047790527
transformer.h.0.mlp.c_proj,256,512,18.78290636115245,0.003382778874286174,10.885416746139526,5,256,16,8.239472389221191
transformer.h.0.mlp.c_proj,512,768,18.779015725496873,-0.0005078567812901724,12.15524435043335,5,256,16,8.131211280822754
transformer.h.0.mlp.c_proj,768,1024,18.78187410186292,0.002350519584755517,12.632675647735596,5,256,16,8.099358558654785
transformer.h.0.mlp.c_proj,1024,1280,18.780178955293152,0.0006553730149896353,13.237123012542725,5,256,16,8.144010543823242
transformer.h.0.mlp.c_proj,1280,1536,18.775679051469517,-0.003844530808645885,13.436620712280273,5,256,16,8.474058151245117
transformer.h.0.mlp.c_proj,1536,1600,18.780405264502313,0.0008816822241506372,12.860397338867188,5,256,16,4.199885845184326
transformer.h.1.attn.c_attn,0,256,18.780075588285797,0.0005520060076342759,12.925283432006836,5,256,16,6.244036674499512
transformer.h.1.attn.c_attn,256,512,18.77995418395045,0.0004306016722885886,12.780003309249878,5,256,16,6.450257778167725
transformer.h.1.attn.c_attn,512,768,18.779408449814063,-0.00011513246409933231,12.675679206848145,5,256,16,7.047428607940674
transformer.h.1.attn.c_attn,768,1024,18.777249207250296,-0.0022743750278664265,13.214364767074585,5,256,16,6.730345249176025
transformer.h.1.attn.c_attn,1024,1280,18.781932443215464,0.0024088609373009717,13.879928827285767,5,256,16,7.22759485244751
transformer.h.1.attn.c_attn,1280,1536,18.780595627328132,0.0010720450499697165,13.226961851119995,5,256,16,6.738316535949707
transformer.h.1.attn.c_attn,1536,1792,18.77981000932613,0.0002864270479676634,12.795181035995483,5,256,16,7.738783359527588
transformer.h.1.attn.c_attn,1792,2048,18.780289742841124,0.0007661605629607493,12.68504786491394,5,256,16,5.994113922119141
transformer.h.1.attn.c_attn,2048,2304,18.779200573541647,-0.0003230087365153622,13.954925298690796,5,256,16,7.86641263961792
transformer.h.1.attn.c_attn,2304,2560,18.779277455513334,-0.0002461267648286025,12.580923318862915,5,256,16,7.7350239753723145
transformer.h.1.attn.c_attn,2560,2816,18.780790981508304,0.0012673992301408532,12.27466893196106,5,256,16,8.009385108947754
transformer.h.1.attn.c_attn,2816,3072,18.77987896226923,0.00035537999106693974,13.144596576690674,5,256,16,7.760453701019287
transformer.h.1.attn.c_attn,3072,3328,18.77966903396694,0.00014545168877688752,12.746115684509277,5,256,16,5.415964603424072
transformer.h.1.attn.c_attn,3328,3584,18.778278909849913,-0.0012446724282497712,12.107420921325684,5,256,16,2.7387759685516357
transformer.h.1.attn.c_attn,3584,3840,18.78165429988592,0.002130717607755628,12.582840919494629,5,256,16,3.277369976043701
transformer.h.1.attn.c_attn,3840,4096,18.77773846883612,-0.0017851134420432402,12.864018201828003,5,256,16,3.1762688159942627
transformer.h.1.attn.c_attn,4096,4352,18.781217390323345,0.0016938080451822657,12.465967893600464,5,256,16,3.3154633045196533
transformer.h.1.attn.c_attn,4352,4608,18.780074820711132,0.0005512384329691145,12.896927833557129,5,256,16,2.9880478382110596
transformer.h.1.attn.c_attn,4608,4800,18.780098359681617,0.0005747774034539077,10.883000373840332,5,256,16,2.717202663421631
transformer.h.1.attn.c_proj,0,256,18.779508359167412,-1.5223110750639535e-05,10.89652943611145,5,256,16,4.789150238037109
transformer.h.1.attn.c_proj,256,512,18.777129611912713,-0.00239397036544986,10.980309247970581,5,256,16,4.190427303314209
transformer.h.1.attn.c_proj,512,768,18.780779979188758,0.0012563969105947592,11.338427305221558,5,256,16,4.106598377227783
transformer.h.1.attn.c_proj,768,1024,18.781585596303206,0.002062014025042913,12.408034324645996,5,256,16,4.116183757781982
transformer.h.1.attn.c_proj,1024,1280,18.777748957720803,-0.0017746245573597719,12.721811294555664,5,256,16,4.115405559539795
transformer.h.1.attn.c_proj,1280,1536,18.78185798125799,0.0023343989798263465,13.762343645095825,5,256,16,5.296574115753174
transformer.h.1.attn.c_proj,1536,1600,18.7796971777835,0.00017359550533768697,12.301153182983398,5,256,16,2.163151979446411
transformer.h.1.mlp.c_fc,0,256,18.780396948965862,0.0008733666876992174,12.571397304534912,5,256,16,5.909400939941406
transformer.h.1.mlp.c_fc,256,512,18.778662920230822,-0.00086066204734081,13.553474187850952,5,256,16,5.8844099044799805
transformer.h.1.mlp.c_fc,512,768,18.780467311313547,0.0009437290353844219,12.96285104751587,5,256,16,5.834306240081787
transformer.h.1.mlp.c_fc,768,1024,18.776963714614702,-0.0025598676634608353,12.623068571090698,5,256,16,5.8171210289001465
transformer.h.1.mlp.c_fc,1024,1280,18.77836256767159,-0.0011610146065734739,12.609245538711548,5,256,16,5.867761611938477
transformer.h.1.mlp.c_fc,1280,1536,18.776433287985224,-0.0030902942929387223,13.257744312286377,5,256,16,5.876005172729492
transformer.h.1.mlp.c_fc,1536,1792,18.77864795365652,-0.0008756286216424769,12.594658136367798,5,256,16,5.83549165725708
transformer.h.1.mlp.c_fc,1792,2048,18.781539794054357,0.0020162117761941545,12.209917068481445,5,256,16,5.9023661613464355
transformer.h.1.mlp.c_fc,2048,2304,18.779079302785185,-0.00044427949297798364,13.066846370697021,5,256,16,5.862881660461426
transformer.h.1.mlp.c_fc,2304,2560,18.779407938115796,-0.00011564416236709008,13.005058765411377,5,256,16,5.91681432723999
transformer.h.1.mlp.c_fc,2560,2816,18.77991247937569,0.00038889709752609747,13.505696535110474,5,256,16,5.826845645904541
transformer.h.1.mlp.c_fc,2816,3072,18.77742303755369,-0.002100544724473963,12.568377494812012,5,256,16,5.831962585449219
transformer.h.1.mlp.c_fc,3072,3328,18.778521697645495,-0.0010018846326680375,13.377259969711304,5,256,16,5.821667671203613
transformer.h.1.mlp.c_fc,3328,3584,18.779884207308662,0.00036062503049905104,12.678348779678345,5,256,16,5.883628845214844
transformer.h.1.mlp.c_fc,3584,3840,18.781353899481495,0.0018303172033320436,12.372275590896606,5,256,16,5.861703872680664
transformer.h.1.mlp.c_fc,3840,4096,18.774880977651357,-0.004642604626805991,13.019752502441406,5,256,16,5.807679653167725
transformer.h.1.mlp.c_fc,4096,4352,18.780478697245503,0.0009551149673399095,13.61620044708252,5,256,16,5.862265110015869
transformer.h.1.mlp.c_fc,4352,4608,18.777595846168527,-0.0019277361096357026,12.03828763961792,5,256,16,5.828907012939453
transformer.h.1.mlp.c_fc,4608,4864,18.779533560458287,9.978180123937364e-06,12.848255634307861,5,256,16,5.895977973937988
transformer.h.1.mlp.c_fc,4864,5120,18.778241813993205,-0.0012817682849579626,11.009549617767334,5,256,16,5.863693714141846
transformer.h.1.mlp.c_fc,5120,5376,18.779221680873576,-0.0003019014045868573,11.057950258255005,5,256,16,5.870604991912842
transformer.h.1.mlp.c_fc,5376,5632,18.778626463211722,-0.0008971190664404105,10.993656158447266,5,256,16,5.854180812835693
transformer.h.1.mlp.c_fc,5632,5888,18.780592301079405,0.0010687188012425963,11.860946655273438,5,256,16,5.8240580558776855
transformer.h.1.mlp.c_fc,5888,6144,18.780052433130706,0.0005288508525431723,13.622046709060669,5,256,16,5.868323802947998
